"1","1475315718","2016-09-30","23:55:18","1.270000",""
"2","1475315423","2016-09-30","23:50:23","1.250000",""
"3","1475315124","2016-09-30","23:45:24","1.250000",""
"4","1475314821","2016-09-30","23:40:21","1.250000",""
"5","1475314522","2016-09-30","23:35:22","1.270000",""
"6","1475314227","2016-09-30","23:30:27","1.290000",""
"7","1475313921","2016-09-30","23:25:21","1.230000",""
"8","1475313621","2016-09-30","23:20:21","1.250000",""
"9","1475313321","2016-09-30","23:15:21","1.270000",""
"10","1475313024","2016-09-30","23:10:24","1.240000",""
"11","1475312722","2016-09-30","23:05:22","1.260000",""
"12","1475312426","2016-09-30","23:00:26","1.260000",""
"13","1475312123","2016-09-30","22:55:23","1.280000",""
"14","1475311823","2016-09-30","22:50:23","1.250000",""
"15","1475311522","2016-09-30","22:45:22","1.270000",""
"16","1475311225","2016-09-30","22:40:25","1.270000",""
"17","1475310922","2016-09-30","22:35:22","1.250000",""
"18","1475310623","2016-09-30","22:30:23","1.270000",""
"19","1475310319","2016-09-30","22:25:19","1.240000",""
"20","1475310019","2016-09-30","22:20:19","1.250000",""
"21","1475309719","2016-09-30","22:15:19","1.260000",""
"22","1475309423","2016-09-30","22:10:23","1.250000",""
"23","1475309124","2016-09-30","22:05:24","1.260000",""
"24","1475308820","2016-09-30","22:00:20","1.280000",""
"25","1475308522","2016-09-30","21:55:22","1.240000",""
"26","1475308221","2016-09-30","21:50:21","1.260000",""
"27","1475307921","2016-09-30","21:45:21","1.270000",""
"28","1475307625","2016-09-30","21:40:25","1.260000",""
"29","1475307320","2016-09-30","21:35:20","1.270000",""
"30","1475307023","2016-09-30","21:30:23","1.300000",""
"31","1475306719","2016-09-30","21:25:19","1.260000",""
"32","1475306420","2016-09-30","21:20:20","1.270000",""
"33","1475306120","2016-09-30","21:15:20","1.260000",""
"34","1475305819","2016-09-30","21:10:19","1.280000",""
"35","1475305520","2016-09-30","21:05:20","1.270000",""
"36","1475305221","2016-09-30","21:00:21","1.270000",""
"37","1475304921","2016-09-30","20:55:21","1.280000",""
"38","1475304629","2016-09-30","20:50:29","1.300000",""
"39","1475304323","2016-09-30","20:45:23","1.240000",""
"40","1475304024","2016-09-30","20:40:24","1.290000",""
"41","1475303723","2016-09-30","20:35:23","1.300000",""
"42","1475303121","2016-09-30","20:25:21","1.320000",""
"43","1475302821","2016-09-30","20:20:21","1.290000",""
"44","1475302526","2016-09-30","20:15:26","1.300000",""
"45","1475302223","2016-09-30","20:10:23","1.270000",""
"46","1475301923","2016-09-30","20:05:23","1.270000",""
"47","1475301629","2016-09-30","20:00:29","1.290000",""
"48","1475301328","2016-09-30","19:55:28","1.300000",""
"49","1475301020","2016-09-30","19:50:20","1.290000",""
"50","1475300719","2016-09-30","19:45:19","1.290000",""
"51","1475300422","2016-09-30","19:40:22","1.290000",""
"52","1475300122","2016-09-30","19:35:22","1.260000",""
"53","1475299823","2016-09-30","19:30:23","1.260000",""
"54","1475299524","2016-09-30","19:25:24","1.270000",""
"55","1475299224","2016-09-30","19:20:24","1.310000",""
"56","1475298921","2016-09-30","19:15:21","1.270000",""
"57","1475298321","2016-09-30","19:05:21","1.270000",""
"58","1475298019","2016-09-30","19:00:19","1.280000",""
"59","1475297720","2016-09-30","18:55:20","1.300000",""
"60","1475297421","2016-09-30","18:50:21","1.300000",""
"61","1475297124","2016-09-30","18:45:24","1.260000",""
"62","1475296821","2016-09-30","18:40:21","1.280000",""
"63","1475296521","2016-09-30","18:35:21","1.210000",""
"64","1475296221","2016-09-30","18:30:21","1.230000",""
"65","1475295920","2016-09-30","18:25:20","1.270000",""
"66","1475295623","2016-09-30","18:20:23","2.370000",""
"67","1475295319","2016-09-30","18:15:19","2.170000",""
"68","1475295020","2016-09-30","18:10:20","3.430000",""
"69","1475294720","2016-09-30","18:05:20","7.780000",""
"70","1475294430","2016-09-30","18:00:30","14.330000",""
"71","1475294121","2016-09-30","17:55:21","19.070000",""
"72","1475293821","2016-09-30","17:50:21","23.680000",""
"73","1475293525","2016-09-30","17:45:25","30.320000",""
"74","1475293224","2016-09-30","17:40:24","55.910000",""
"75","1475292920","2016-09-30","17:35:20","50.750000",""
"76","1475292625","2016-09-30","17:30:25","76.360000",""
"77","1475292321","2016-09-30","17:25:21","112.400000",""
"78","1475292019","2016-09-30","17:20:19","93.660000",""
"79","1475291721","2016-09-30","17:15:21","172.740000",""
"80","1475291420","2016-09-30","17:10:20","290.090000",""
"81","1475291121","2016-09-30","17:05:21","329.090000",""
"82","1475290821","2016-09-30","17:00:21","349.170000",""
"83","1475290520","2016-09-30","16:55:20","324.110000",""
"84","1475290222","2016-09-30","16:50:22","138.310000",""
"85","1475289918","2016-09-30","16:45:18","330.810000",""
"86","1475289623","2016-09-30","16:40:23","369.660000",""
"87","1475289322","2016-09-30","16:35:22","329.710000",""
"88","1475289019","2016-09-30","16:30:19","271.740000",""
"89","1475288719","2016-09-30","16:25:19","309.230000",""
"90","1475288422","2016-09-30","16:20:22","444.450000",""
"91","1475288121","2016-09-30","16:15:21","454.530000",""
"92","1475287821","2016-09-30","16:10:21","502.970000",""
"93","1475287521","2016-09-30","16:05:21","517.540000",""
"94","1475287223","2016-09-30","16:00:23","522.910000",""
"95","1475286926","2016-09-30","15:55:26","518.790000",""
"96","1475286622","2016-09-30","15:50:22","574.720000",""
"97","1475286325","2016-09-30","15:45:25","572.260000",""
"98","1475286024","2016-09-30","15:40:24","595.490000",""
"99","1475285726","2016-09-30","15:35:26","621.220000",""
"100","1475285432","2016-09-30","15:30:32","628.240000",""
"101","1475285122","2016-09-30","15:25:22","547.560000",""
"102","1475284821","2016-09-30","15:20:21","569.470000",""
"103","1475284522","2016-09-30","15:15:22","524.940000",""
"104","1475284219","2016-09-30","15:10:19","514.150000",""
"105","1475283925","2016-09-30","15:05:25","675.870000",""
"106","1475283621","2016-09-30","15:00:21","749.370000",""
"107","1475283323","2016-09-30","14:55:23","817.000000",""
"108","1475283020","2016-09-30","14:50:20","674.590000",""
"109","1475282719","2016-09-30","14:45:19","750.060000",""
"110","1475282422","2016-09-30","14:40:22","801.400000",""
"111","1475282119","2016-09-30","14:35:19","841.770000",""
"112","1475281519","2016-09-30","14:25:19","878.900000",""
"113","1475281220","2016-09-30","14:20:20","812.240000",""
"114","1475280922","2016-09-30","14:15:22","906.690000",""
"115","1475280622","2016-09-30","14:10:22","830.840000",""
"116","1475280320","2016-09-30","14:05:20","800.400000",""
"117","1475280024","2016-09-30","14:00:24","939.730000",""
"118","1475279721","2016-09-30","13:55:21","958.910000",""
"119","1475279423","2016-09-30","13:50:23","969.450000",""
"120","1475279124","2016-09-30","13:45:24","933.300000",""
"121","1475278820","2016-09-30","13:40:20","976.400000",""
"122","1475278522","2016-09-30","13:35:22","996.020000",""
"123","1475278224","2016-09-30","13:30:24","862.910000",""
"124","1475277921","2016-09-30","13:25:21","890.300000",""
"125","1475277621","2016-09-30","13:20:21","1004.160000",""
"126","1475277326","2016-09-30","13:15:26","983.670000",""
"127","1475277023","2016-09-30","13:10:23","953.010000",""
"128","1475276720","2016-09-30","13:05:20","1009.980000",""
"129","1475276419","2016-09-30","13:00:19","1012.230000",""
"130","1475276129","2016-09-30","12:55:29","972.140000",""
"131","1475275820","2016-09-30","12:50:20","1041.970000",""
"132","1475275523","2016-09-30","12:45:23","1040.740000",""
"133","1475275219","2016-09-30","12:40:19","1014.250000",""
"134","1475274920","2016-09-30","12:35:20","1057.740000",""
"135","1475274626","2016-09-30","12:30:26","1021.580000",""
"136","1475274322","2016-09-30","12:25:22","1047.090000",""
"137","1475274018","2016-09-30","12:20:18","1043.590000",""
